"","CH_NORM_REAL","LST_NORM","NDMI_NORM","NDVI_NORM","JARAK_JALAN_NORM","LULC1.TA","TWI_LOG","SLOPE_LOG","TVI_LOG","Hotspot"
"93",0.460357338190079,0.516633749008179,0.724366366863251,0.947089374065399,0.203075394034386,"2",-0.811290979385376,-0.646478354930878,-2.36882448196411,"2"
"94",0.444084703922272,0.518414914608002,0.802192211151123,0.97801411151886,0.120930820703506,"2",-0.798815786838531,-0.659789204597473,-2.4510657787323,"2"
"95",0.967064797878265,0.351817101240158,0.68491667509079,0.895692765712738,0.0849167630076408,"2",-0.857600808143616,-0.871646523475647,-2.14943718910217,"2"
"96",0.973140001296997,0.709942102432251,0.750598430633545,0.928606629371643,0,"5",-0.892718553543091,-0.786859095096588,-2.2178316116333,"2"
"98",0.94045627117157,0.731562793254852,0.648632705211639,0.769238948822021,0.0262426603585482,"5",-0.637442708015442,-1.07555091381073,-1.90949523448944,"2"
"99",0.943552136421204,0.565257608890533,0.634057402610779,0.784089267253876,0.0262426603585482,"7",-1.04952645301819,-0.995600819587708,-1.9353324174881,"2"
"100",0.939807236194611,0.743913888931274,0.530381500720978,0.744784533977509,0.0254591200500727,"7",-0.544763207435608,-0.97885274887085,-1.85773539543152,"2"
"101",0.681302011013031,0.446613490581512,0.760081470012665,0.937865555286407,0.25179123878479,"2",-0.36871325969696,-0.539612829685211,-2.25900363922119,"2"
"102",0.697235703468323,0.411905318498611,0.731192648410797,0.900130331516266,0.378584086894989,"2",-0.356351345777512,-0.502149045467377,-1.94587743282318,"2"
"103",0.732868790626526,0.50740772485733,0.751503229141235,0.922056078910828,0.180023163557053,"2",-0.7220738530159,-0.452212989330292,-2.26722073554993,"2"
"105",0.792389333248138,0.378357827663422,0.765062153339386,0.936788976192474,0.154992520809174,"2",-0.758001267910004,-0.336876511573792,-2.28175663948059,"2"
"108",0.832785487174988,0.353806376457214,0.710200667381287,0.882443487644196,0.120090432465076,"2",-0.640485763549805,-1.31549954414368,-2.11164164543152,"2"
"109",0.851487100124359,0.314544320106506,0.758443415164948,0.937120676040649,0.068550780415535,"2",-0.814518868923187,-0.932774007320404,-2.23661994934082,"2"
"110",0.874164700508118,0.322856664657593,0.662522614002228,0.824918329715729,0.10361111164093,"2",-0.406954765319824,-0.638966202735901,-1.67203652858734,"2"
"112",0.954032719135284,0.580320775508881,0.532601833343506,0.568717002868652,0.0262426603585482,"5",-0.340767055749893,-0.951244652271271,-1.68134582042694,"2"
"113",0.964312255382538,0.733915865421295,0.308659553527832,0.307407706975937,0.014232081361115,"5",-0.229203552007675,-0.977283418178558,-1.31371092796326,"2"
"116",0.894123673439026,0.222593605518341,0.79411381483078,0.912721335887909,0.140602588653564,"2",-0.811234831809998,-0.376813501119614,-2.11717247962952,"2"
"117",0.940352857112885,0.270224720239639,0.701146960258484,0.893629193305969,0.0318238995969296,"2",-0.474919140338898,-0.727004766464233,-2.32634973526001,"2"
"119",0.916137754917145,0.22243458032608,0.767220318317413,0.926790237426758,0.068550780415535,"2",-0.64645916223526,-0.499177068471909,-2.21105408668518,"2"
"120",0.792384684085846,0.994490385055542,0.259013026952744,0.108957163989544,0,"11",-0.715606212615967,-0.403487384319305,-0.806270003318787,"2"
"121",0.807007312774658,0.615292310714722,0.324008166790009,0.0532912239432335,0.00636478001251817,"8",-0.770773649215698,-0.618891656398773,-0.832635641098022,"2"
"122",0.790812015533447,0.311357766389847,0.257329136133194,0.0346041582524776,0.0445534624159336,"10",-0.981699585914612,-0.736303746700287,-0.655048489570618,"2"
"123",0.775800168514252,0.810609996318817,0.300190895795822,0.106843806803226,0.0458970814943314,"11",-0.909700870513916,-0.30733847618103,-0.911302089691162,"2"
"124",0.796933114528656,0.425867587327957,0.273528337478638,0.0387890189886093,0.00900115817785263,"8",-0.78324681520462,-0.506050109863281,-0.724423110485077,"2"
"125",0.765607416629791,0.402214884757996,0.658001780509949,0.86092084646225,0.0324541367590427,"2",-0.695107460021973,-0.430702716112137,-2.06298565864563,"2"
"127",0.932118952274323,0.470678299665451,0.563737213611603,0.624840378761292,0.068550780415535,"2",-0.855785429477692,-0.637606084346771,-1.73014330863953,"2"
"128",0.964696168899536,0.269608616828918,0.701231300830841,0.848425626754761,0.243697121739388,"2",-0.994818210601807,-0.438164681196213,-1.91746973991394,"2"
"129",0.889327764511108,0.255317360162735,0.784247994422913,0.960725009441376,0.167067900300026,"2",-0.666726112365723,-0.527058362960815,-2.90312600135803,"2"
"130",0.752346038818359,0.161005675792694,0.617247879505157,0.811395227909088,0.188917145133018,"2",-1.0385901927948,-0.680838108062744,-2.15119099617004,"2"
"131",0.560420215129852,0.279675662517548,0.705132126808167,0.876439452171326,0.363684684038162,"2",-0.647855818271637,-0.661527872085571,-2.11370801925659,"2"
"133",0.282106727361679,0.479347944259644,0.605171978473663,0.811195373535156,0.014232081361115,"2",-0.728156805038452,-0.448857128620148,-2.22885751724243,"2"
"135",0.555623292922974,0.396152853965759,0.64020711183548,0.82470840215683,0.385318964719772,"2",-0.768519878387451,-0.320150554180145,-1.97797346115112,"2"
"136",0.621872842311859,0.379733353853226,0.778887391090393,0.883145093917847,0.589730441570282,"2",-0.889354228973389,-0.329111158847809,-2.2084813117981,"2"
"140",0.831775963306427,0.31131237745285,0.793597519397736,0.93044102191925,0.9394251704216,"2",-0.812645375728607,-0.313686221837997,-2.27232456207275,"2"
"141",0.862214088439941,0.275027275085449,0.627519190311432,0.896970748901367,0.753789901733398,"2",-0.349824637174606,-0.595988273620605,-2.10065746307373,"2"
"142",0.881509184837341,0.263549149036407,0.797029912471771,0.95017808675766,0.586803734302521,"2",-0.647531986236572,-0.507762670516968,-2.63371014595032,"2"
"143",0.473562598228455,0.50517475605011,0.629155457019806,0.910402953624725,0.299212366342545,"2",-0.806254267692566,-0.469515025615692,-2.2800030708313,"2"
"144",0.518179476261139,0.530608296394348,0.68262255191803,0.906769216060638,0.201272025704384,"2",-0.349097460508347,-0.685485541820526,-2.30304551124573,"2"
"146",0.710632383823395,0.469305843114853,0.560515999794006,0.839418172836304,0.681299090385437,"2",-0.469490319490433,-0.748738944530487,-2.1777777671814,"2"
"147",0.906691133975983,0.3404920399189,0.760379433631897,0.906084060668945,0.605992615222931,"2",-0.942210614681244,-0.527730524539948,-2.16406393051147,"2"
"148",0.958161890506744,0.219626605510712,0.67617267370224,0.858328759670258,0.581846714019775,"2",-0.85522997379303,-0.550127148628235,-2.29794335365295,"2"
"149",0.956833302974701,0.375463753938675,0.776691675186157,0.938042402267456,0.0649082735180855,"2",-0.954281270503998,-0.667520701885223,-2.48076796531677,"2"
"152",0.312945365905762,0.602911114692688,0.843188345432281,0.897620141506195,0.02846416272223,"2",-0.448865056037903,-1.15435934066772,-1.94252014160156,"2"
"153",0.272491216659546,0.587038993835449,0.820233523845673,0.952170968055725,0.0513144992291927,"2",-0.753615021705627,-0.271988183259964,-2.38206195831299,"2"
"154",0.825243294239044,0.375471144914627,0.76991879940033,0.869636416435242,0.924450039863586,"2",-0.867946743965149,-0.861534059047699,-2.10527968406677,"2"
"155",0.880212724208832,0.183079659938812,0.756371080875397,0.802391946315765,0.84995436668396,"2",-0.892176151275635,-0.291276037693024,-1.82343935966492,"2"
"156",0.935005247592926,0.212112635374069,0.7338547706604,0.902230143547058,0.459852635860443,"2",-0.706740736961365,-0.452183157205582,-2.38345265388489,"2"
"157",0.331585735082626,0.534913837909698,0.775145828723907,0.891339004039764,0.0946192592382431,"2",-0.740873575210571,-1.10326266288757,-2.16351056098938,"2"
"158",0.351408839225769,0.539213418960571,0.661516487598419,0.89409738779068,0.195244237780571,"2",-0.993935167789459,-0.610608696937561,-2.34583425521851,"2"
"159",0.375389665365219,0.533281147480011,0.60700798034668,0.890232503414154,0.161143362522125,"2",-0.568978250026703,-0.621226012706757,-2.34582376480103,"2"
"160",0.460353404283524,0.52956610918045,0.732808291912079,0.927222847938538,0.0954717025160789,"2",-0.818830609321594,-0.492459893226624,-2.39243054389954,"2"
"161",0.622070014476776,0.436074167490005,0.703505873680115,0.906224191188812,0.561003983020782,"2",-0.731587409973145,-0.440463960170746,-2.40977478027344,"2"
"162",0.760337293148041,0.421591222286224,0.720985174179077,0.848465740680695,0.829133272171021,"2",-0.937707901000977,-0.834927797317505,-2.03189492225647,"2"
"163",0.505949974060059,0.385816007852554,0.78260213136673,0.894028067588806,0.216402530670166,"10",-0.724052608013153,-0.406901299953461,-2.34317255020142,"2"
"164",0.453287243843079,0.593829095363617,0.507310092449188,0.749858200550079,0.108013898134232,"11",-0.883914291858673,-0.375340610742569,-2.1392993927002,"2"
"165",0.48662057518959,0.572634637355804,0.498242169618607,0.769846379756927,0.100636012852192,"10",-0.888389110565186,-0.82093358039856,-2.11683773994446,"2"
"166",0.47027799487114,0.551809310913086,0.562911987304688,0.810770213603973,0.0849167630076408,"10",-0.776091873645782,-0.287170022726059,-2.22911834716797,"2"
"168",0.533325254917145,0.356568515300751,0.659433841705322,0.763262808322906,0.312068998813629,"2",-0.695845425128937,-0.305078119039536,-1.80978453159332,"2"
"169",0.478751838207245,0.422347664833069,0.676666378974915,0.832181453704834,0.344992220401764,"2",-0.575846493244171,-0.422266989946365,-2.02403926849365,"2"
"170",0.570893287658691,0.353503525257111,0.71019047498703,0.852631211280823,0.267396509647369,"2",-0.450280278921127,-0.467323154211044,-2.0516664981842,"2"
"171",0.398824334144592,0.539361536502838,0.673282742500305,0.893207967281342,0.19263319671154,"2",-0.591188251972198,-0.398045003414154,-2.3240213394165,"2"
"172",0.33123916387558,0.483528852462769,0.798379302024841,0.870713949203491,0.0744978412985802,"2",-0.787321925163269,-0.447927683591843,-2.32015299797058,"2"
"175",0.501937747001648,0.532678008079529,0.663279116153717,0.965800344944,0.10987314581871,"2",-0.530067980289459,-0.692968368530273,-2.76059651374817,"2"
"176",0.543543756008148,0.518720746040344,0.678850471973419,0.922069549560547,0.104970641434193,"2",-0.379980683326721,-0.766585648059845,-2.42680501937866,"2"
"177",0.576820850372314,0.461346805095673,0.597622871398926,0.910110652446747,0.0849167630076408,"10",-0.303753763437271,-0.758195161819458,-2.41631984710693,"2"
"178",0.906383156776428,0.244746282696724,0.71305650472641,0.888318121433258,0.515507936477661,"2",-0.898021042346954,-0.470206707715988,-2.24856972694397,"2"
"180",0.882977604866028,0.243966311216354,0.783319175243378,0.896654844284058,0.728704750537872,"2",-0.893497824668884,-0.569355189800262,-2.26643753051758,"2"
"182",0.660185635089874,0.479804188013077,0.508651673793793,0.731494426727295,0.666328907012939,"11",-0.980126678943634,-0.288863331079483,-2.22112703323364,"2"
"184",0.561728119850159,0.380944699048996,0.739373564720154,0.932500064373016,0.677213788032532,"2",-0.596309542655945,-0.444151312112808,-2.63655090332031,"2"
"185",0.625613331794739,0.325156390666962,0.707962512969971,0.868265151977539,0.742527365684509,"2",-0.958430647850037,-0.223393246531487,-2.15118646621704,"2"
"186",0.490506380796432,0.375470638275146,0.727800905704498,0.87422388792038,0.447756737470627,"2",-0.771139085292816,-0.597950518131256,-2.15408444404602,"2"
"187",0.487727254629135,0.342641800642014,0.64515632390976,0.865692615509033,0.459411948919296,"2",-0.874884068965912,-0.660276591777802,-2.14592933654785,"2"
"188",0.656175017356873,0.543527245521545,0.479425460100174,0.765951454639435,0.7908735871315,"11",-0.69916707277298,-0.286777794361115,-2.15079069137573,"2"
"191",0.689428567886353,0.457296758890152,0.650734663009644,0.884190022945404,0.534793019294739,"11",-0.854610741138458,-0.655885934829712,-2.34801864624023,"2"
"192",0.711834073066711,0.345856696367264,0.653395712375641,0.844662070274353,0.381939858198166,"2",-0.806546688079834,-0.322385400533676,-2.48744940757751,"2"
"194",0.788958847522736,0.290958076715469,0.688131332397461,0.916889429092407,0.316195726394653,"2",-0.689134538173676,-0.297014445066452,-2.60555100440979,"2"
"196",0.764226496219635,0.287868112325668,0.78389585018158,0.922061085700989,0.398752331733704,"2",-0.540822744369507,-0.527459919452667,-2.69596314430237,"2"
"197",0.832823514938354,0.176940694451332,0.671495139598846,0.767086923122406,0.140169739723206,"2",-0.476577699184418,-0.796052515506744,-1.72317337989807,"2"
"198",0.842117607593536,0.390827566385269,0.756906151771545,0.926153481006622,0.220574289560318,"2",-0.85486102104187,-0.266585975885391,-2.70176839828491,"2"
"199",0.855607151985168,0.341558963060379,0.732250690460205,0.955677330493927,0.0318238995969296,"2",-0.668684244155884,-0.397261381149292,-2.85407829284668,"2"
"200",0.881977558135986,0.164010852575302,0.680015921592712,0.733783841133118,0.0946192592382431,"2",-0.861390054225922,-0.312475919723511,-1.71931493282318,"2"
"201",0.85528165102005,0.284620732069016,0.714092075824738,0.92206221818924,0.233510255813599,"2",-0.466524243354797,-1.02161145210266,-2.3194375038147,"2"
"203",0.853165447711945,0.634242475032806,0.527896821498871,0.766983032226562,0.07743089646101,"2",-0.691667437553406,-0.778293967247009,-1.92809331417084,"2"
"204",0.879762589931488,0.630630075931549,0.440339833498001,0.440631061792374,0.0769059360027313,"5",-0.485370695590973,-0.77108758687973,-1.37845897674561,"2"
"205",0.89781790971756,0.48191499710083,0.487823903560638,0.582631051540375,0.0318238995969296,"5",-0.856297075748444,-0.587035179138184,-1.60978376865387,"2"
"207",0.654800534248352,0.714872479438782,0.564598739147186,0.750132203102112,0.00636478001251817,"5",-0.560987830162048,-1.19529807567596,-1.98367476463318,"2"
"208",0.93843948841095,0.351202040910721,0.756639122962952,0.944193124771118,0.0127295600250363,"2",-0.945161640644073,-0.698787569999695,-2.33499717712402,"2"
"209",0.920217990875244,0.255333602428436,0.716857254505157,0.757514417171478,0.198943942785263,"2",-0.88744992017746,-0.286059111356735,-1.53911054134369,"2"
"210",0.925827741622925,0.259208977222443,0.780327141284943,0.866699397563934,0.0360046327114105,"2",-0.844575583934784,-0.318379938602448,-1.84532010555267,"2"
"211",0.982912659645081,0.367694497108459,0.760404288768768,0.923702895641327,0.199350759387016,"2",-0.346970617771149,-0.85570102930069,-2.16820216178894,"2"
"212",0.99733030796051,0.412505894899368,0.769822001457214,0.93889456987381,0.160261079668999,"2",-0.824031889438629,-0.417842119932175,-2.43640804290771,"2"
"213",0.934563338756561,0.114849917590618,0.613175332546234,0.845073938369751,0.0540069490671158,"2",-0.569842100143433,-0.371963173151016,-2.04155588150024,"1"
"214",0.934860289096832,0.132500812411308,0.598860621452332,0.803757905960083,0.0766421034932137,"2",-0.669957220554352,-0.396744906902313,-2.07729196548462,"1"
"215",0.934267640113831,0.11946927011013,0.650766491889954,0.799642026424408,0.0827421396970749,"2",-0.66757208108902,-0.400026768445969,-1.95138823986053,"1"
"217",0.9316526055336,0.163220599293709,0.627798318862915,0.751640141010284,0.0954717025160789,"2",-0.623552918434143,-0.460192024707794,-2.00189185142517,"1"
"218",0.931943833827972,0.130126282572746,0.505308747291565,0.682245254516602,0.101836480200291,"2",-0.544871270656586,-0.46441787481308,-1.82781863212585,"1"
"221",0.93221253156662,0.140118762850761,0.566573202610016,0.765962064266205,0.0853924825787544,"2",-0.677947819232941,-0.415535092353821,-1.93442177772522,"1"
"224",0.951476573944092,0.418730229139328,0.474475264549255,0.734281480312347,0.13501738011837,"2",-0.463358372449875,-0.540829002857208,-1.95805299282074,"1"
"225",0.959610283374786,0.499670475721359,0.555167496204376,0.799839496612549,0.121598951518536,"11",-0.700631022453308,-0.277657002210617,-2.06326794624329,"1"
"226",0.941102981567383,0.31824404001236,0.677337467670441,0.848159193992615,0.060381606221199,"2",-0.555188238620758,-0.639160394668579,-2.21847724914551,"1"
"227",0.946933209896088,0.502960503101349,0.44348418712616,0.731993794441223,0.0569283254444599,"2",-0.779792129993439,-0.301142603158951,-1.8322137594223,"1"
"228",0.946846783161163,0.437610775232315,0.351990878582001,0.626005709171295,0.0127295600250363,"11",-0.89572274684906,-0.350591629743576,-1.81906878948212,"1"
"229",0.95562881231308,0.347399175167084,0.476364523172379,0.711870610713959,0.255623400211334,"11",-0.692916512489319,-0.393749296665192,-2.04463911056519,"1"
"231",0.964586913585663,0.270380049943924,0.761436700820923,0.884485423564911,0.24765457212925,"11",-0.485175520181656,-0.626221001148224,-2.28130388259888,"1"
"232",0.973432660102844,0.333750247955322,0.754519879817963,0.876287341117859,0.273759573698044,"11",-0.758541941642761,-0.416464865207672,-2.1470320224762,"1"
"233",0.973042011260986,0.320240914821625,0.689356744289398,0.859058558940887,0.260955989360809,"11",-0.638757586479187,-0.4135762155056,-2.18918013572693,"1"
"234",0.973663866519928,0.329305797815323,0.642735540866852,0.840836405754089,0.253394991159439,"11",-0.644769072532654,-0.467515587806702,-2.16776251792908,"1"
"235",0.972942531108856,0.31408879160881,0.687645554542542,0.869235873222351,0.251146823167801,"11",-0.619803786277771,-0.411954402923584,-2.34183287620544,"1"
"236",0.975421905517578,0.330395102500916,0.579552888870239,0.625080347061157,0.231331512331963,"11",-0.658727407455444,-0.48550683259964,-2.20976448059082,"1"
"237",0.961859703063965,0.437891870737076,0.621890842914581,0.829484820365906,0.205455273389816,"11",-0.578813254833221,-0.548226118087769,-2.15881848335266,"1"
"239",0.968754291534424,0.37045356631279,0.579611003398895,0.776651561260223,0.150886908173561,"11",-0.807149529457092,-0.400121748447418,-2.20943522453308,"1"
"241",0.973347842693329,0.455805450677872,0.525485694408417,0.78355473279953,0.207026645541191,"11",-0.706865191459656,-0.362168818712234,-2.12986135482788,"1"
